gene_id,SRR633516,SRR633540,SRR633541,SRR633544,SRR633545
MSTRG.423|pds5a,448,277,260,290,285
MSTRG.424|n4bp2,80,56,47,89,68
ENSDARG00000070121|rhoh,1,1,2,2,0
ENSDARG00000054680|chrna9,7,8,9,0,0
MSTRG.425|si:dkeyp-26a9.2,16,10,8,10,12
MSTRG.426|fam184b,76,32,43,51,51
MSTRG.426,9,17,6,14,13
MSTRG.427|ncapg,92,47,39,54,43
MSTRG.428|lcorl,107,71,66,86,74
MSTRG.429|slit2,486,331,310,291,278
MSTRG.430|dre-mir-218a-2,0,0,0,1,0
MSTRG.429,6,2,14,6,0
MSTRG.431,0,16,0,6,23
MSTRG.431|lrba,667,426,400,453,421
MSTRG.433|BX119984.1,0,0,0,0,0
MSTRG.434|BX005068.1,1,1,1,1,1
MSTRG.432|mab21l2,743,565,505,445,405
MSTRG.435|rps3a,7866,4508,4685,3840,3624
MSTRG.436|zgc:171517,0,0,0,0,0
MSTRG.438|qdprb2,0,0,0,0,0
MSTRG.439|qdprb2,0,0,0,0,0
MSTRG.437|sh3d19,87,51,42,34,32
MSTRG.440|fam160a1a,122,71,74,65,69
MSTRG.441|gatb,68,44,33,27,21
MSTRG.442|dctpp1,9,5,11,9,11
MSTRG.444|BX005016.1,0,0,0,0,0
MSTRG.443|fbxw7,172,106,89,138,125
MSTRG.445|tmem154,39,41,32,32,28
MSTRG.446|mnd1,68,42,51,13,18
MSTRG.447|tmem131l,504,349,309,320,283
MSTRG.448,0,1,18,0,0
MSTRG.448|trim2a,145,73,60,103,77
ENSDARG00000074812|fhdc1,42,29,33,28,27
MSTRG.449,0,1,0,0,0
MSTRG.449|arfip1,124,89,88,88,90
MSTRG.450|sfrp2,204,113,118,150,140
MSTRG.451,9,3,4,3,3
ENSDARG00000037286|si:dkey-30k22.7,22,12,0,0,8
MSTRG.452|plrg1,183,98,96,137,163
MSTRG.453|fgg,509,440,415,441,421
ENSDARG00000037278|lrata,20,8,18,8,5
ENSDARG00000094763|npy2r,2,1,1,0,2
MSTRG.454|map9,10,0,13,14,10
MSTRG.455|gucy1a1,63,33,33,56,42
MSTRG.456|gucy1b1,74,55,41,73,60
MSTRG.457|fabp2,3909,2353,2169,1066,1000
MSTRG.459|usp53b,0,0,0,4,0
MSTRG.458,58,36,36,61,58
MSTRG.458|CU929073.1,16,4,4,8,6
MSTRG.459,72,45,43,68,59
MSTRG.460,85,72,12,53,13
MSTRG.460|myoz2b,50,35,59,36,68
MSTRG.461|synpo2b,241,136,127,151,150
MSTRG.463|BX323448.1,0,0,0,0,0
MSTRG.464|si:ch211-145b13.6,39,26,20,9,9
MSTRG.465|gpank1,55,40,40,68,73
MSTRG.462|si:ch211-145b13.5,23,25,20,0,0
MSTRG.466|pdcd4a,1483,897,829,654,599
MSTRG.467|mxd4,220,137,131,106,113
MSTRG.468|ndufb6,478,289,301,347,319
MSTRG.469|toporsa,61,39,23,57,51
MSTRG.470|mtap,216,132,123,106,104
MSTRG.471|cdkn2a/b,0,0,0,0,0
MSTRG.472|cxxc4,61,41,44,47,33
MSTRG.473|tet2,786,513,452,619,519
MSTRG.474|ppa2,73,63,57,41,32
MSTRG.474,1,0,0,3,17
MSTRG.475|arhgef38,48,32,26,35,38
MSTRG.476|ints12,103,79,74,88,61
MSTRG.477|g3bp2,396,304,249,442,399
MSTRG.478|uso1,399,330,175,338,18
MSTRG.478,235,101,208,181,423
ENSDARG00000053731|AL954695.1,0,0,0,0,0
MSTRG.479|coro2a,247,157,148,171,150
MSTRG.480|anp32b,849,576,482,1031,895
MSTRG.480,146,63,88,143,150
MSTRG.482|trmo,32,24,15,16,12
MSTRG.482,0,0,0,5,0
MSTRG.481|hemgn,152,110,99,70,65
MSTRG.483|si:dkey-25o16.4,298,163,176,149,148
MSTRG.484|foxe1,80,47,56,33,27
MSTRG.485,39,34,25,13,18
MSTRG.486|sh3gl2a,581,403,365,274,276
MSTRG.487|cntln,26,18,22,10,0
MSTRG.488|bnc2,370,235,210,195,188
MSTRG.488,0,0,0,22,0
MSTRG.489|pspc1,283,165,188,107,107
MSTRG.490|dnajb14,66,53,59,60,51
MSTRG.491|sugt1,192,111,139,153,123
MSTRG.492|chst10,102,72,59,81,71
MSTRG.493|snapc3,151,75,72,76,58
MSTRG.494|psip1a,27,29,23,24,13
MSTRG.495|si:ch1073-440b2.1,109,78,73,96,101
ENSDARG00000112052|FO907124.1,0,0,0,0,0
MSTRG.496|ednrba,80,39,41,38,34
ENSDARG00000078963|BX901881.1,1,1,0,0,0
MSTRG.497|GK3P,84,46,43,104,77
MSTRG.497,151,102,87,159,161
MSTRG.498|timmdc1,206,122,109,184,145
MSTRG.499|poglut1,64,39,41,21,20
MSTRG.501|CU469541.1,0,0,0,0,0
MSTRG.500|pwp2h,220,140,125,157,156
MSTRG.502|gpm6ba,368,220,224,146,154
MSTRG.503|gemin8,55,44,29,51,40
MSTRG.504|cbsa,129,84,76,101,100
MSTRG.505|cryaa,389,248,243,166,149
ENSDARG00000035080|hsf2bp,0,0,0,0,0
ENSDARG00000096627|BX908780.3,0,0,0,0,0
MSTRG.507|BX908780.5,0,0,0,0,0
MSTRG.508|BX908780.1,0,0,0,0,0
MSTRG.507|si:ch211-198k9.6,0,0,0,0,0
MSTRG.509|cars2,75,66,41,41,26
MSTRG.506|ankrd10a,34,55,45,41,51
MSTRG.506,78,9,18,19,14
MSTRG.509,12,0,0,0,0
MSTRG.510|irs2a,383,256,217,279,263
MSTRG.511|lig4,71,45,34,40,40
MSTRG.513|BX908780.2,0,0,0,0,0
MSTRG.514|BX908780.4,0,0,0,0,0
MSTRG.512|fam155a,49,44,40,40,42
MSTRG.515|si:dkey-1h24.2,25,14,14,0,0
ENSDARG00000092653|si:dkey-1h24.6,0,0,0,0,0
MSTRG.516|raph1b,30,0,0,0,0
MSTRG.517|spp2,0,0,0,0,0
MSTRG.516,182,125,113,165,174
MSTRG.518|alg11,42,26,27,27,34
MSTRG.519|cpb2,26,27,21,18,15
MSTRG.520|zc3h13,375,220,214,299,289
MSTRG.520,9,4,1,6,2
MSTRG.521|tm9sf2,632,370,373,619,553
MSTRG.522|zic2b,55,33,34,34,39
MSTRG.523|pcca,336,204,199,233,208
ENSDARG00000055839|march4l,19,11,11,17,15
MSTRG.524|vps8,209,117,113,82,80
MSTRG.525|dre-mir-740,0,0,0,0,0
MSTRG.526|BX255890.2,0,0,0,0,0
MSTRG.527|BX255890.1,0,0,0,0,0
MSTRG.528|C9H3orf70,101,67,64,96,86
MSTRG.529|tmem41ab,85,33,33,69,65
MSTRG.530|CR382370.2,122,81,75,90,92
MSTRG.531,63,32,30,38,30
MSTRG.532|igf2bp2b,232,170,143,160,167
MSTRG.532,33,0,0,36,18
MSTRG.533|ubac2,34,27,24,12,15
MSTRG.534|gpr183b,2,0,0,0,0
MSTRG.535|dachc,80,43,45,60,58
MSTRG.536|MZT1,63,45,34,45,40
MSTRG.537|bora,18,8,8,10,11
MSTRG.538|dis3,75,54,40,53,38
MSTRG.539|metap1d,35,21,20,26,28
MSTRG.540|dlx2b,23,15,13,11,19
MSTRG.541|itga6b,5,94,6,15,6
MSTRG.541,265,74,144,106,96
MSTRG.542|ppp1r9alb,168,109,102,108,101
MSTRG.543|eef1a1l2,80,65,55,29,23
ENSDARG00000069953|kcnq5b,31,20,17,26,28
ENSDARG00000093358|BX284697.1,0,0,0,0,0
ENSDARG00000094957|BX284697.2,0,0,0,0,0
MSTRG.544,16,14,18,43,7
MSTRG.544|rims1b,155,97,95,92,100
MSTRG.545|cenpk,45,24,27,40,38
ENSDARG00000018611|lbx1b,11,8,7,8,8
MSTRG.546|slc2a15b,95,54,53,54,53
MSTRG.547|fgf8b,22,0,0,20,21
MSTRG.548|dpcd,24,26,15,16,0
MSTRG.547|poll,107,31,75,67,27
MSTRG.547,3,46,0,0,26
MSTRG.549,45,2,56,105,4
MSTRG.549|wbp1lb,80,79,33,43,142
MSTRG.550,0,0,0,0,5
MSTRG.550|as3mt,153,89,117,25,17
MSTRG.551|cnnm2b,90,46,43,37,36
MSTRG.552,107,131,0,3,458
MSTRG.552|nt5c2b,306,159,285,536,51
MSTRG.553|inab,399,254,225,220,205
MSTRG.554,62,47,39,34,29
MSTRG.555,51,32,34,15,24
MSTRG.556,76,63,63,48,60
MSTRG.557|anos1a,415,259,241,333,336
MSTRG.558|sts,63,42,35,19,11
MSTRG.559|pnpla4,12,8,0,4,0
MSTRG.560|pudp,24,15,10,7,6
MSTRG.561|nlgn4xa,268,168,178,181,157
MSTRG.562|prkx,153,98,87,60,60
MSTRG.563|mxra5a,210,132,131,153,115
MSTRG.564|gyg2,21,10,13,26,24
MSTRG.564|cd99,265,156,177,215,204
MSTRG.564,0,17,0,1,0
MSTRG.565,0,1,46,14,2
MSTRG.565|dhrsx,127,89,58,69,81
MSTRG.566,0,8,40,7,0
MSTRG.566|creb1a,435,270,202,243,213
MSTRG.567|chmp2bb,466,327,283,553,431
ENSDARG00000053580|htr1fb,1,0,1,0,2
ENSDARG00000003701|cldng,3,3,2,4,2
MSTRG.568|znf654,327,179,196,333,313
MSTRG.569,0,0,4,13,0
MSTRG.569|arl13b,154,102,101,73,76
MSTRG.570|nsun3,4,18,22,12,0
MSTRG.570,27,0,0,0,0
MSTRG.572|dre-mir-734,0,0,0,0,0
MSTRG.571|epha6,85,47,42,60,46
MSTRG.573|arl6,38,31,37,27,19
MSTRG.573,0,0,0,5,10
MSTRG.574|slc5a7a,30,28,22,22,22
MSTRG.575|kctd12.2,84,57,44,44,45
MSTRG.576|lmo7b,67,36,37,37,43
MSTRG.576,0,1,1,4,4
MSTRG.577|CR848003.1,0,0,0,0,0
MSTRG.578|klf12a,59,48,44,45,39
MSTRG.579|pibf1,363,230,216,201,198
MSTRG.580|CR339054.6,0,0,0,0,0
MSTRG.581|gpalpp1,123,77,60,106,89
MSTRG.582|gtf2f2a,190,156,140,184,163
MSTRG.583|CR339054.7,0,2,0,0,0
MSTRG.584|tpt1,24363,16015,15045,15375,14235
MSTRG.584|CR339054.1,0,0,0,1,2
MSTRG.585|CR339054.2,0,1,0,0,1
MSTRG.584|CR339054.3,1,2,1,1,2
MSTRG.584|CR339054.4,0,0,0,1,1
MSTRG.586|zgc:172122,50,25,25,17,14
ENSDARG00000105033|BX897691.1,0,0,0,0,0
MSTRG.587|sc:d189,13,23,22,19,17
MSTRG.587,31,0,0,5,0
MSTRG.588|usp38,158,83,91,129,144
MSTRG.589|gab1,222,148,85,136,131
MSTRG.589,12,0,58,1,6
MSTRG.590|frem3,139,74,63,88,87
ENSDARG00000094485|si:dkey-27h10.2,2,0,0,0,0
MSTRG.591|hhip,206,134,104,132,137
MSTRG.592|smad1,128,79,65,166,163
ENSDARG00000115856|BX276105.1,7,3,0,2,3
MSTRG.593|mmaa,40,32,27,23,23
ENSDARG00000037002|zgc:152968,0,0,0,0,0
MSTRG.594,354,5,3,341,399
MSTRG.594|znf827,496,527,445,380,293
MSTRG.595|BX324156.2,0,0,0,0,0
MSTRG.596|lsm6,204,171,155,251,237
MSTRG.597|pou4f2,409,237,258,178,195
MSTRG.598|ednraa,85,58,55,85,81
MSTRG.599|tmem184c,118,72,73,81,70
MSTRG.600,0,0,0,12,0
MSTRG.600|prmt9,83,49,35,27,51
MSTRG.601|arhgap10,212,147,132,125,117
MSTRG.602|nr3c2,72,32,36,51,47
MSTRG.603|dclk2a,183,140,119,133,107
MSTRG.604|fam193a,388,239,224,313,303
MSTRG.605|tnip2,27,22,0,18,25
MSTRG.606|scpp1,53,47,47,18,20
MSTRG.607|sparcl1,232,175,134,173,152
MSTRG.608,25,18,19,32,25
ENSDARG00000076343|si:dkeyp-13d11.1,0,0,0,0,3
ENSDARG00000077519|si:dkey-6f10.4,0,0,0,0,0
MSTRG.609|GALNTL6,169,102,114,103,80
MSTRG.610|CT583668.1,0,0,0,0,0
MSTRG.609,0,0,0,12,0
MSTRG.611|CU462871.1,0,0,0,0,0
MSTRG.612|hmgb2a,4,5,8,13,10
MSTRG.611|galnt7,1203,566,553,567,685
MSTRG.611,1,0,0,0,54
MSTRG.612,1356,1288,1166,2358,1948
MSTRG.613|hand2,109,62,54,98,99
MSTRG.614|fbxo8,220,137,127,174,160
MSTRG.615|cep44,21,15,0,0,0
MSTRG.616|hpgd,101,37,57,87,83
MSTRG.617|glra3,154,92,97,131,128
MSTRG.618|gpm6ab,2697,1908,1716,1214,1133
MSTRG.619|BX649481.1,0,0,0,0,0
MSTRG.620|wdr17,185,94,106,96,76
MSTRG.620,1,0,0,0,0
MSTRG.621|asb5b,126,70,80,90,69
MSTRG.621,3,15,2,5,15
MSTRG.622|spcs3,225,142,128,253,248
MSTRG.624|CU915762.1,0,0,0,0,0
MSTRG.623|vegfc,32,31,23,38,31
MSTRG.625|tenm3,1543,974,988,1018,904
MSTRG.626|BX322797.1,0,0,0,0,0
MSTRG.625,171,98,53,8,61
MSTRG.627|BX324208.1,0,0,0,0,0
MSTRG.628|BX324137.1,0,0,0,0,0
MSTRG.630|CU929244.1,0,0,0,0,0
MSTRG.629|dctd,74,42,40,24,24
MSTRG.631|irf2a,136,11,63,7,62
MSTRG.631,0,71,40,55,6
MSTRG.632|tmem134,108,96,86,102,70
MSTRG.632,22,13,10,18,37
MSTRG.633,0,0,0,0,24
MSTRG.633|stox2a,727,473,456,490,409
MSTRG.634|ing2,149,115,99,88,106
ENSDARG00000079183|sod3b,11,0,6,10,0
MSTRG.635|aip,514,309,309,400,362
MSTRG.636|cdk2ap2,135,86,81,81,63
MSTRG.637|lgi2b,43,28,28,24,25
MSTRG.638|ccdc149b,51,40,37,33,29
MSTRG.639|si:dkey-117m1.4,160,108,94,149,134
MSTRG.640|cntf,12,9,9,12,14
MSTRG.641|si:ch211-113e8.11,84,50,61,69,74
MSTRG.642|si:ch211-113e8.10,169,97,96,109,108
ENSDARG00000018587|zgc:152658,0,0,0,0,0
ENSDARG00000078182|zgc:194443,0,0,0,0,0
ENSDARG00000095065|si:ch211-113e8.9,0,0,2,0,0
ENSDARG00000109438|AL953865.1,0,0,0,2,0
ENSDARG00000074610|si:ch211-113e8.6,0,0,0,0,0
ENSDARG00000069707|si:ch211-113e8.5,0,0,0,0,0
MSTRG.643|TESK1,133,89,91,153,149
MSTRG.644|faah2a,107,61,61,63,57
MSTRG.645|TXN,1517,1049,956,1166,1024
ENSDARG00000077874|vwa10.1,0,0,0,0,0
ENSDARG00000069710|vwa10.2,0,0,0,0,0
MSTRG.646|maml3,0,0,0,4,0
MSTRG.646,360,232,212,382,351
MSTRG.647|scoca,200,139,109,111,104
MSTRG.648|clgn,422,282,258,407,422
MSTRG.649|naa15b,467,196,245,176,131
MSTRG.649,0,87,0,76,70
ENSDARG00000117231|FO834828.1,0,13,0,0,0
MSTRG.651,68,62,43,9,3
MSTRG.651|FO681323.1,67,18,47,20,31
MSTRG.650|FO834828.2,35,29,31,0,0
ENSDARG00000117707|CABZ01072532.1,0,0,0,0,0
ENSDARG00000052899|CU550714.1,0,0,0,0,0
ENSDARG00000052900|zgc:153642,0,0,0,0,0
ENSDARG00000052895|htra3a,6,0,0,0,0
ENSDARG00000074600|gpr78a,10,7,0,10,11
MSTRG.652,0,42,49,49,37
MSTRG.652|cpz,68,0,0,0,5
MSTRG.653|hmx4,40,35,37,36,28
MSTRG.654|hmx1,15,14,11,14,13
ENSDARG00000069669|adra2c,12,8,11,10,8
MSTRG.655|lrpap1,184,132,126,91,94
MSTRG.656|dok7,45,32,25,42,46
MSTRG.656,20,0,8,16,0
MSTRG.657|rgs12b,91,5,40,32,0
MSTRG.658|AL954671.1,0,0,0,0,0
MSTRG.657,326,268,232,333,322
MSTRG.659|CR974461.2,0,0,0,0,0
MSTRG.660|CR974461.1,0,0,0,0,0
MSTRG.659|htt,489,450,443,650,580
MSTRG.659,268,38,8,9,3
MSTRG.661|si:ch211-89o9.4,59,37,21,120,94
MSTRG.661,0,0,6,0,0
MSTRG.662|paip2b,1096,748,659,744,715
MSTRG.663|dok1a,24,26,17,14,18
MSTRG.664|si:ch211-89o9.6,73,54,52,77,70
MSTRG.665|dtx4b,7,21,6,4,10
MSTRG.665,279,147,157,159,140
MSTRG.666,6,3,4,0,2
MSTRG.667,12,9,10,4,4
MSTRG.668,14,28,12,5,0
MSTRG.669,11,0,9,0,0
MSTRG.670,5,0,0,0,0
MSTRG.671,4,1,0,0,0
MSTRG.672,2,8,0,4,0
MSTRG.673|si:dkey-56e3.2,9,0,5,0,0
MSTRG.675|BX005288.1,0,0,0,0,0
MSTRG.674|si:dkey-56e3.3,40,46,27,47,40
MSTRG.676|mogs,257,168,137,219,211
MSTRG.677|fbxo41,188,109,102,118,138
MSTRG.678,135,91,71,107,116
MSTRG.679|rnf24,114,60,52,119,107
MSTRG.679,2,50,49,4,6
MSTRG.680|smox,653,419,381,471,487
MSTRG.680,16,4,2,259,225
ENSDARG00000060264|si:dkey-37g12.1,0,0,0,0,0
ENSDARG00000018117|CR392347.1,4,1,2,0,0
ENSDARG00000024101|adra1d,36,24,24,29,29
MSTRG.681|ctnna2,0,0,0,0,31
MSTRG.682|BX927206.1,0,0,0,0,0
MSTRG.683|si:ch211-71k14.1,0,0,0,0,0
MSTRG.686|CR925858.1,0,0,0,0,0
MSTRG.681,434,278,246,294,222
MSTRG.684|lrrtm1,358,223,232,210,191
MSTRG.685,17,10,22,10,12
MSTRG.687|suclg1,3439,1888,1831,1785,1679
MSTRG.688|cisd2,39,33,26,18,15
MSTRG.689|bdh2,139,85,60,46,0
MSTRG.689|SLC9B2,234,135,158,127,168
ENSDARG00000075112|tacr3a,7,0,0,0,0
MSTRG.690|cnga1a,56,36,27,24,15
MSTRG.691|enam,272,171,151,82,72
MSTRG.692|scpp5,233,140,154,39,32
MSTRG.693|CR385050.2,53,32,25,7,8
MSTRG.694|si:dkey-22i16.7,49,30,38,13,0
ENSDARG00000117756|CR385050.3,0,0,0,0,0
MSTRG.695|odam,61,38,39,21,18
MSTRG.696|scpp9,0,0,6,31,10
MSTRG.696,0,0,0,31,44
MSTRG.697|si:dkey-22i16.9,41,0,14,16,14
MSTRG.698|zgc:66472,88,63,42,89,78
MSTRG.698,0,4,0,2,2
MSTRG.699,0,4,0,9,0
MSTRG.699|si:ch73-109d9.1,77,52,45,44,42
MSTRG.700|si:ch73-109d9.3,65,52,37,51,40
MSTRG.701,0,0,18,6,26
MSTRG.701|si:ch73-109d9.2,91,64,38,108,61
MSTRG.703|CU915778.1,0,0,0,0,0
MSTRG.702|si:ch73-109d9.4,29,17,12,38,29
MSTRG.704,38,27,24,12,16
MSTRG.705,1403,756,704,453,421
MSTRG.706,0,0,0,4,0
MSTRG.705|vwa11,17,7,10,22,10
MSTRG.707,39,30,36,0,66
MSTRG.707|cabp2a,41,14,2,63,21
MSTRG.708,0,0,3,0,0
MSTRG.708|slc43a3a,64,45,30,22,17
MSTRG.709|ctnnd1,116,193,6,66,118
MSTRG.709,1153,677,824,1024,1035
MSTRG.710|CT583626.1,0,0,0,0,0
MSTRG.712|unc93b1,66,36,46,24,22
MSTRG.711|timm10,139,101,104,293,236
MSTRG.713|cryba1l2,250,168,157,106,84
MSTRG.714|crybb1l2,13021,7998,8028,6936,6615
MSTRG.715|rtn4rl2a,63,32,25,15,20
MSTRG.716,190,0,0,278,298
MSTRG.717|BX908740.2,0,0,0,0,0
MSTRG.716|zdhhc5a,232,283,245,168,198
MSTRG.718|tmx2b,385,290,249,494,424
MSTRG.719|med19b,77,51,47,75,67
MSTRG.720|BX511158.1,0,0,0,0,0
MSTRG.721|slc43a1b,127,137,117,132,126
MSTRG.721,114,0,0,0,0
MSTRG.722|si:dkey-28b4.8,666,401,401,480,491
MSTRG.722,0,0,0,16,0
MSTRG.723|si:dkey-28b4.7,127,72,79,95,80
MSTRG.724|ssrp1b,159,92,9,42,45
MSTRG.724,0,0,75,0,0
MSTRG.725|p2rx3b,42,23,19,14,15
ENSDARG00000051993|si:dkey-9i23.4,0,0,0,0,0
ENSDARG00000092459|si:dkey-9i23.5,0,0,0,0,0
ENSDARG00000094678|si:dkey-9i23.6,8,11,11,16,13
MSTRG.726|tmem187,86,55,51,13,8
MSTRG.727|ndufs8a,1793,1029,962,992,884
MSTRG.728|STX3,104,66,80,64,48
MSTRG.729|kdm2aa,412,346,270,521,516
MSTRG.729,187,32,60,55,23
MSTRG.730|tcirg1a,121,92,105,77,58
MSTRG.731|wu:fc21g02,909,566,472,1047,907
MSTRG.732|si:dkey-9i23.15,97,62,47,33,35
ENSDARG00000093289|si:dkey-9i23.14,0,0,0,0,0
MSTRG.733|tmem176,207,148,123,127,133
MSTRG.734|si:dkey-9i23.16,106,52,47,48,43
MSTRG.735|vps37c,260,190,172,256,266
ENSDARG00000117392|CU929294.2,0,0,0,0,0
MSTRG.736|CU929294.1,66,42,34,55,42
MSTRG.736,0,0,0,24,14
MSTRG.736|tmem132a,0,0,2,1,0
MSTRG.737|dnaja1,229,110,139,180,156
MSTRG.738|smu1b,43,74,66,20,57
MSTRG.738,79,10,0,60,29
MSTRG.739|rps6,24649,14606,13835,13596,12705
MSTRG.740|btr01,73,44,40,44,46
MSTRG.741|si:ch211-151p13.8,0,127,122,150,119
MSTRG.741,220,0,4,20,11
MSTRG.742|muc13a,79,78,66,99,102
ENSDARG00000093347|si:ch211-239f4.6,0,0,0,0,0
ENSDARG00000069566|mucms1,0,0,0,0,0
MSTRG.743|zgc:111983,360,318,325,332,283
MSTRG.744|ddx39aa,936,666,554,1112,1039
MSTRG.745|EVI5L,134,12,12,0,11
MSTRG.745,10,71,61,42,40
ENSDARG00000095463|si:ch73-90k17.1,0,0,0,0,0
MSTRG.746,61,53,36,17,19
MSTRG.746|emp1,29,0,2,0,0
MSTRG.748|zgc:101679,118,80,60,77,81
MSTRG.747,28,13,9,7,1
ENSDARG00000105481|si:ch211-243a20.4,0,0,0,4,0
MSTRG.749|si:ch211-243a20.3,82,59,47,55,40
MSTRG.750,0,0,0,2,0
MSTRG.750|grin2bb,362,243,250,206,176
MSTRG.751|atf7ip,237,125,50,53,25
MSTRG.751,1100,648,664,702,746
MSTRG.751|sept3,375,291,255,213,199
MSTRG.752|BX511120.2,3,2,3,0,0
MSTRG.752,7,3,4,0,0
MSTRG.753|serhl,97,68,57,49,45
MSTRG.754,0,0,0,167,0
MSTRG.754|trappc5,211,181,159,29,186
MSTRG.755|mcoln1a,183,134,139,311,302
MSTRG.756|si:ch211-214c7.4,432,248,238,284,242
MSTRG.757|si:ch211-214c7.5,0,0,0,0,0
MSTRG.759|BX511120.1,0,0,0,0,0
MSTRG.758|pkn1a,298,190,205,183,189
MSTRG.760|map2k7,165,111,108,108,103
MSTRG.761|pnpla6,400,261,248,293,252
MSTRG.761,24,40,12,7,12
MSTRG.762|lipt1,35,29,24,15,6
MSTRG.763|eif5b,0,0,0,0,0
MSTRG.763|arhgef7b,10,22,7,6,3
MSTRG.763,1046,653,641,997,901
MSTRG.764|sox1b,148,81,94,130,136
MSTRG.765|atp11a,351,229,233,248,238
MSTRG.766|BX465849.1,0,0,0,0,0
MSTRG.765,15,13,4,10,2
MSTRG.767|tubgcp3,299,185,57,188,185
MSTRG.767,0,0,140,0,0
MSTRG.768,50,76,19,54,70
MSTRG.769|si:busm1-105l16.2,0,0,0,0,0
MSTRG.768|mcf2la,657,397,384,391,381
MSTRG.771|cdadc1,112,70,70,84,89
MSTRG.770|cab39l,881,614,523,610,562
MSTRG.772|rcbtb1,135,84,74,74,69
MSTRG.773|arl11,42,30,24,46,31
MSTRG.774|ebpl,0,23,11,0,6
MSTRG.774,32,0,4,16,0
MSTRG.775,0,0,0,0,15
MSTRG.775|kpna3,665,405,407,555,526
MSTRG.776|spryd7a,166,105,112,98,105
ENSDARG00000081252|dre-mir-16b,1,1,1,1,0
ENSDARG00000092950|BX294379.1,12,4,0,0,0
MSTRG.780|agpat3,1559,1050,1027,1341,1254
MSTRG.777|CU986305.1,3,1,2,0,3
MSTRG.778|si:ch73-160h15.3,53,47,32,32,33
MSTRG.779,192,102,114,181,129
MSTRG.780,12,17,10,7,7
MSTRG.781|pdxkb,83,49,45,57,43
ENSDARG00000036545|tmprss3b,0,0,3,0,0
MSTRG.782|pknox1.2,0,0,0,22,15
MSTRG.782,193,111,90,129,140
MSTRG.783|si:dkey-22n8.3,16,15,9,7,0
MSTRG.784,22,14,9,21,17
MSTRG.785|itsn1,1003,639,607,676,686
MSTRG.786|cryzl1,109,65,42,56,56
MSTRG.785,132,73,68,90,27
MSTRG.786,11,10,20,0,0
MSTRG.787|setd4,57,27,47,48,42
MSTRG.788|mhc1zea,94,64,59,46,33
MSTRG.789|mhc1zda,122,94,89,67,51
MSTRG.788|mhc1zca,71,54,55,61,52
MSTRG.788,26,20,0,45,35
MSTRG.789,18,0,0,0,0
MSTRG.790|mhc1zba,360,269,240,162,165
MSTRG.791|cbr1,53,39,28,32,35
ENSDARG00000043271|morc3b,0,0,0,0,0
MSTRG.792,0,0,508,202,94
MSTRG.792|bcl9,1013,654,55,617,694
ENSDARG00000069450|gja5b,17,9,0,0,0
MSTRG.793,0,57,0,0,0
MSTRG.793|gja8b,80,2,73,21,25
MSTRG.794|fstl1a,111,81,67,102,73
MSTRG.795|lrrc58a,23,21,14,35,22
MSTRG.796|stn1,49,37,36,18,22
MSTRG.797|sh3pxd2aa,140,0,140,0,0
MSTRG.797,162,254,68,169,161
MSTRG.798,69,49,58,49,42
MSTRG.799,25,7,15,12,15
MSTRG.801|BX005220.1,0,0,0,0,0
MSTRG.800|neurl1aa,261,169,175,208,199
MSTRG.802|cfap58,18,17,5,8,7
MSTRG.803|CR381623.1,0,0,0,0,0
MSTRG.804|CR381623.2,0,0,0,0,0
MSTRG.805,61,39,47,0,34
MSTRG.806,0,3,0,7,0
MSTRG.806|LO017711.1,30,21,21,25,20
MSTRG.807,17,11,0,23,16
MSTRG.808,7,0,0,5,0
MSTRG.809|si:ch211-112b1.2,4,3,2,3,3
MSTRG.810|cxcl18b,9,7,0,10,14
MSTRG.811|si:ch73-6k14.2,15,12,11,11,8
MSTRG.812|caly,227,149,140,204,194
MSTRG.813,70,40,39,53,48
MSTRG.814,28,28,26,32,24
MSTRG.815|msx1b,116,73,55,61,56
MSTRG.816|gsk3bb,95,64,54,42,27
MSTRG.818|atp5md,1252,728,676,861,807
MSTRG.819,1,0,9,5,0
MSTRG.819|pdcd11,680,411,399,599,557
MSTRG.820,1,0,0,110,29
MSTRG.817|taf5,268,133,134,127,119
MSTRG.820|zgc:175214,533,306,314,308,364
ENSDARG00000005314|CALHM1,8,7,3,3,3
ENSDARG00000036479|ITPRIP,3,0,0,0,0
ENSDARG00000074052|si:ch211-281g13.5,0,0,0,0,0
ENSDARG00000074136|slc47a2.2,0,0,0,0,0
ENSDARG00000075389|si:ch211-281g13.4,7,0,0,0,0
MSTRG.821,121,1317,1217,783,875
MSTRG.822|BX321880.1,0,0,0,0,0
MSTRG.824|tsga10,20,0,3,0,0
MSTRG.821|col17a1a,3608,1341,1312,1254,996
MSTRG.823|slkb,364,281,215,185,178
MSTRG.823,69,0,39,3,0
MSTRG.825|si:ch211-149l1.2,11,0,3,0,4
MSTRG.825,44,30,35,22,16
MSTRG.826|lef1,286,182,177,209,230
MSTRG.826,12,0,8,0,0
MSTRG.827|hadh,827,482,464,511,488
MSTRG.828|cyp2u1,77,43,36,32,30
MSTRG.829|sgms2a,56,29,33,20,20
MSTRG.830|gstcd,37,19,30,31,35
MSTRG.830,26,21,0,0,0
MSTRG.831|npnta,433,284,252,307,213
MSTRG.832|BX537118.1,0,0,0,0,0
MSTRG.831,0,0,0,0,54
MSTRG.833,52,30,26,34,35
MSTRG.834|tbck,173,107,103,59,71
